gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ATP5PB,25.95090575,-0.02809231,0.17364863,-0.161776744,0.871481668,0.999673974
C1orf162,8.134126342,0.566353392,0.58244735,0.97236839,0.330867311,0.999673974
RAP1A,15.55010615,-0.137241363,0.241914806,-0.567312788,0.570501691,0.999673974
DDX20,1.504325369,-0.257780813,0.701860656,-0.367282039,0.71340865,0.999673974
ST7L,1.006024375,-0.776116222,0.831080045,-0.933864586,0.350373749,0.999673974
CAPZA1,15.44946005,0.071417054,0.229610003,0.311036335,0.755772999,0.999673974
MOV10,3.167136237,0.275970761,0.459243136,0.600925174,0.547889825,0.999673974
RHOC,15.02138243,0.190989618,0.354832987,0.538252149,0.590402982,0.999673974
SLC16A1,0.654499847,-0.529039132,0.93907243,-0.563363501,0.573187385,0.999673974
SLC16A1-AS1,1.199386642,-0.150909481,0.900691147,-0.167548534,0.866938463,0.999673974
LRIG2,0.986223724,0.126752781,0.931560796,0.136064959,0.891769929,0.999673974
PHTF1,0.971178154,0.034668152,0.920569559,0.037659459,0.9699592,0.999673974
RSBN1,7.134803147,-0.272338608,0.330485538,-0.824056053,0.409907709,0.999673974
