gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SNAPC4,1.032797449,-0.125331488,0.804536564,-0.155780972,0.87620567,0.999673974
ENTR1,3.493792163,-0.304882805,0.518868566,-0.587591588,0.556806459,0.999673974
PMPCA,3.270365738,-0.132130668,0.450125157,-0.293542064,0.769107852,0.999673974
INPP5E,0.681616294,-1.02228492,1.001817034,-1.020430762,0.307524211,0.999673974
SEC16A,2.829005737,-0.250069275,0.783674093,-0.319098561,0.749651775,0.999673974
NOTCH1,2.372205707,-0.081849825,0.619333537,-0.132157909,0.894859392,0.999673974
AGPAT2,2.631987597,0.842860115,0.554513345,1.519999695,0.128511052,0.999673974
SNHG7,9.579980134,-0.308926853,0.365278783,-0.845728981,0.397703952,0.999673974
TMEM141,6.469560128,0.040331831,0.32782421,0.123028836,0.902084263,0.999673974
RABL6,9.711797732,0.18115005,0.262598443,0.689836726,0.49029687,0.999673974
AJM1,2.401766525,1.675144692,0.667119867,2.511010051,0.012038627,0.665742306
PHPT1,10.36471927,0.026210527,0.295730941,0.088629642,0.92937625,0.999673974
EDF1,50.22741723,0.096156367,0.136617189,0.703837986,0.481533675,0.999673974
TRAF2,0.934082369,-0.091485602,0.902969559,-0.101316375,0.919299318,0.999673974
FBXW5,17.1017787,-0.124518861,0.219485989,-0.567320317,0.570496576,0.999673974
PTGDS,5.385881801,0.687867745,0.772295273,0.890679731,0.373101012,0.999673974
LCNL1,0.569627927,-1.724442558,1.288381313,-1.338456666,0.180747617,0.999673974
PAXX,41.82688973,0.224952949,0.139878647,1.608200782,0.107791212,0.999673974
CLIC3,19.63312399,0.71159562,0.489684148,1.453172668,0.146175819,0.999673974
ABCA2,4.487799239,0.20214772,0.424822086,0.475840891,0.634187736,0.999673974
C9orf139,0.303861069,0.766051894,1.83703989,0.417003408,0.676675915,0.999673974
FUT7,0.880850873,-2.188505256,1.417825128,-1.543565009,0.122693747,0.999673974
NPDC1,4.383095486,-0.240594582,0.634893269,-0.378952801,0.704722914,0.999673974
MAN1B1-DT,0.653850841,0.548128998,1.027938418,0.533231358,0.593873437,0.999673974
MAN1B1,3.814806818,0.208794135,0.455412192,0.458472872,0.646612748,0.999673974
DPP7,17.67020318,0.023904726,0.208077466,0.114883781,0.908537241,0.999673974
ANAPC2,1.805213259,0.232993806,0.681568888,0.341849239,0.732464352,0.999673974
SSNA1,15.41200943,0.196284975,0.237031986,0.828094883,0.407616767,0.999673974
TPRN,1.169339961,-0.408346686,0.846034818,-0.482659433,0.629337572,0.999673974
TMEM203,7.307329301,-0.051965023,0.367231288,-0.141504891,0.887471097,0.999673974
NDOR1,1.477235167,-0.1271734,0.690055392,-0.184294481,0.853782443,0.999673974
TUBB4B,8.13191144,1.000947935,0.343887859,2.910681231,0.003606417,0.363255442
NELFB,5.584951417,-0.052478055,0.370375166,-0.141688915,0.887325731,0.999673974
EXD3,1.950845625,0.663316078,0.610286104,1.086893628,0.277083823,0.999673974
NOXA1,0.447168398,-1.387690672,1.201707425,-1.15476583,0.248186333,0.999673974
NSMF,3.290212035,-0.305323485,0.496239146,-0.615274887,0.538373199,0.999673974
MRPL41,16.64433119,0.444007871,0.222774762,1.993079773,0.046252712,0.999673974
DPH7,3.091677713,-0.550548567,0.48599359,-1.132830922,0.257285263,0.999673974
ZMYND19,2.831958189,-0.176954892,0.507220963,-0.348871408,0.727185851,0.999673974
ARRDC1,5.860482077,0.167146658,0.346795402,0.481974838,0.629823821,0.999673974
ARRDC1-AS1,1.205452821,0.05906507,0.82451773,0.0716359,0.942891669,0.999673974
EHMT1,6.50150055,-0.163823059,0.335530631,-0.488250681,0.62537229,0.999673974
ZMYND11,6.325920854,0.495984479,0.33878578,1.464006191,0.143192257,0.999673974
LARP4B,5.639716877,-0.34006701,0.378902086,-0.8975063,0.369448813,0.999673974
GTPBP4,3.951518118,-0.687960502,0.425247303,-1.617789217,0.105708031,0.999673974
IDI1,5.592737895,0.599647353,0.377817385,1.587135415,0.112481978,0.999673974
WDR37,4.272063689,-0.18430103,0.414709411,-0.444410051,0.656746148,0.999673974
PFKP,4.709592936,-0.095584042,0.410249624,-0.232989956,0.815769205,0.999673974
PITRM1,1.97889794,-0.370360975,0.593285581,-0.624254131,0.532460702,0.999673974
KLF6,44.81717437,-0.097287451,0.225393629,-0.431633543,0.666007776,0.999673974
AKR1C3,2.410391863,0.749531404,0.738026576,1.015588636,0.309825319,0.999673974
TASOR2,3.505971538,-0.383266219,0.506599918,-0.756546153,0.449321812,0.999673974
GDI2,16.20574922,-0.075780604,0.222479521,-0.340618335,0.733390925,0.999673974
ANKRD16,0.525887244,0.526342729,1.247264716,0.42199761,0.673026762,0.999673974
FBH1,2.598763332,0.94716295,0.50610418,1.871478222,0.061278826,0.999673974
IL15RA,1.126020085,-0.916827089,0.784281553,-1.169002491,0.242402628,0.999673974
RBM17,10.20001613,-0.085462539,0.28607957,-0.298736954,0.765140759,0.999673974
PFKFB3,0.965088254,-0.594534337,0.868367945,-0.684657166,0.493560284,0.999673974
PRKCQ,8.620897256,0.133290494,0.292002434,0.456470489,0.648051687,0.999673974
PRKCQ-AS1,9.957178947,-0.53669377,0.307054952,-1.747875311,0.080485621,0.999673974
SFMBT2,2.109392534,-0.220623439,0.589393599,-0.37432276,0.708164201,0.999673974
KIN,5.677701006,-0.137609346,0.371707423,-0.370208764,0.711226947,0.999673974
ATP5F1C,20.5522543,0.198052137,0.245501893,0.806723461,0.419825824,0.999673974
TAF3,5.559058373,-0.24856245,0.377299547,-0.658793395,0.510028449,0.999673974
GATA3,11.42546265,-0.581579635,0.291452978,-1.995449276,0.045993901,0.999673974
CELF2,22.82438253,0.167742167,0.210481535,0.796944809,0.425483086,0.999673974
UPF2,8.005031406,-0.007504942,0.343517103,-0.02184736,0.982569715,0.999673974
DHTKD1,0.762188769,-0.698620456,0.981758962,-0.711600793,0.476712016,0.999673974
SEC61A2,0.403517604,0.542512307,1.136647053,0.47729179,0.633154356,0.999673974
NUDT5,6.662859269,-0.070608799,0.314727659,-0.224348884,0.822485841,0.999673974
CDC123,7.338947572,-0.22270188,0.3228395,-0.689822278,0.490305957,0.999673974
CAMK1D,3.854138245,-0.567670514,0.543895439,-1.043712583,0.296618386,0.999673974
OPTN,20.19451208,0.080095639,0.207982114,0.385108302,0.700157177,0.999673974
PHYH,1.85169043,-0.384696945,0.638679879,-0.6023314,0.546953564,0.999673974
SEPHS1,2.532024124,0.390334953,0.544217253,0.717241048,0.473225376,0.999673974
PRPF18,3.60675885,-0.411361288,0.439121554,-0.936782276,0.348870564,0.999673974
AL157392.3,0.505707184,0.271320043,1.200234579,0.226055846,0.821157986,0.999673974
FAM107B,24.67794392,0.007858911,0.190408809,0.041273883,0.967077553,0.999673974
HSPA14,1.074487895,0.186481767,0.766963416,0.243142976,0.80789464,0.999673974
HSPA14.1,0.838463447,1.548263343,1.011556185,1.530575726,0.125874285,0.999673974
DCLRE1C,2.753996243,0.959099598,0.541791891,1.770236162,0.076687808,0.999673974
RPP38,3.430375634,0.038789647,0.467605709,0.08295375,0.933888315,0.999673974
NMT2,1.956415534,-0.602158712,0.60072584,-1.002385233,0.316157571,0.999673974
MINDY3,1.411547933,1.160815101,0.704880743,1.646824818,0.099594059,0.999673974
PTER,1.304525714,-0.190672674,0.704436466,-0.270674054,0.786641734,0.999673974
RSU1,7.989511076,-0.141597404,0.300445839,-0.471290945,0.637432981,0.999673974
TRDMT1,2.171360852,0.142972566,0.573325621,0.249374109,0.803071411,0.999673974
VIM-AS1,2.482355637,0.961288587,0.648469679,1.482395583,0.138235069,0.999673974
VIM,146.165713,0.052415998,0.303570849,0.172664793,0.862914919,0.999673974
AL133415.1,11.98144078,0.344336865,0.317134261,1.085776302,0.277577973,0.999673974
ST8SIA6,3.103818664,1.377751853,0.556510751,2.475696741,0.013297647,0.708912504
STAM,1.031621559,-0.192649678,0.916394783,-0.210225638,0.83349157,0.999673974
NSUN6,2.34334988,0.283649755,0.609689861,0.465236135,0.641762364,0.999673974
ARL5B,1.031940096,0.006652898,0.809666532,0.008216837,0.993443986,0.999673974
PLXDC2,0.397993826,-0.101748407,1.630834048,-0.062390411,0.950251931,0.999673974
MLLT10,4.525126884,0.464605527,0.392164598,1.184720726,0.236127885,0.999673974
DNAJC1,15.40496235,-0.015709845,0.222042812,-0.070751426,0.943595592,0.999673974
COMMD3,7.50539866,-0.012120936,0.336239888,-0.036048477,0.971243705,0.999673974
BMI1,4.374664891,0.013432667,0.531296475,0.025282808,0.979829387,0.999673974
PIP4K2A,19.76809594,-0.176037682,0.20815611,-0.845700288,0.397719962,0.999673974
MSRB2,2.18079729,0.363952824,0.569148443,0.639469067,0.52251783,0.999673974
ARHGAP21,0.832625543,0.536909678,0.951823715,0.564085208,0.572696144,0.999673974
THNSL1,0.528230669,-0.980669722,1.247602614,-0.786043337,0.431842098,0.999673974
APBB1IP,30.0894403,0.178641706,0.22619386,0.789772568,0.429660602,0.999673974
PDSS1,0.276341244,-0.512019246,1.577215031,-0.324635028,0.745457313,0.999673974
ABI1,11.44246886,0.086087843,0.275708383,0.312242384,0.754856323,0.999673974
ANKRD26,1.072025182,-1.786131739,0.881718025,-2.025740303,0.042791404,0.999673974
YME1L1,10.94540323,-0.300374684,0.290833216,-1.032807352,0.301694063,0.999673974
ACBD5,3.471736257,0.240496557,0.505716247,0.475556319,0.634390501,0.999673974
RAB18,8.8964233,-0.168925713,0.294396928,-0.573802566,0.566101412,0.999673974
MPP7,1.789214511,-0.527792133,0.646828526,-0.815969165,0.414517772,0.999673974
WAC-AS1,4.614943917,-1.134863352,0.407674194,-2.783750772,0.005373431,0.431207705
WAC,10.12801111,0.004484838,0.276109163,0.016242989,0.987040539,0.999673974
SVIL,1.028605633,-0.370890569,0.995218004,-0.372672688,0.709392066,0.999673974
MTPAP,0.76703906,-0.934417994,1.016192089,-0.9195289,0.357818997,0.999673974
MAP3K8,10.49647305,0.101928814,0.51014384,0.199804067,0.84163382,0.999673974
AL590068.4,0.333706055,-0.19697226,1.325117162,-0.148645165,0.881833632,0.999673974
ZNF438,0.94098549,-0.593941999,0.893767523,-0.664537459,0.506346382,0.999673974
ZEB1-AS1,0.251025319,0.032969813,1.391298381,0.023697154,0.981094176,0.999673974
ZEB1,2.337224124,-1.227253416,0.662482648,-1.852506506,0.063953124,0.999673974
ARHGAP12,2.878384241,0.721170315,0.564010959,1.278645927,0.201021769,0.999673974
KIF5B,11.36146586,0.018883587,0.260763569,0.072416509,0.942270447,0.999673974
EPC1,23.75606705,-0.065381493,0.184539962,-0.354294498,0.72311819,0.999673974
CCDC7,1.35627328,-0.574277977,0.796823106,-0.720709493,0.47108827,0.999673974
ITGB1,60.28727473,1.067764092,0.265319041,4.02445331,5.71E-05,0.016930883
IATPR,0.45605164,-0.349093534,1.365654955,-0.255623526,0.798241551,0.999673974
CUL2,5.023953292,0.32012094,0.38554933,0.830298266,0.406370168,0.999673974
CREM,4.23632172,0.360388801,0.520722815,0.692093356,0.488878704,0.999673974
CCNY,6.720950655,-0.222677498,0.346144203,-0.643308471,0.520023961,0.999673974
ZNF248,1.258842375,-0.229993962,0.929956736,-0.247316841,0.804663026,0.999673974
ZNF25,0.729213513,-0.775359545,0.943659921,-0.821651453,0.411275297,0.999673974
ZNF33A,4.637193192,-0.456233023,0.440344936,-1.036081002,0.300164354,0.999673974
ZNF37A,3.288881954,0.381458837,0.575897481,0.662372818,0.50773232,0.999673974
ZNF33B,1.879448375,0.43536511,0.677429724,0.642671991,0.520436959,0.999673974
BMS1,4.315649324,-0.039976544,0.560124789,-0.071370781,0.943102664,0.999673974
CSGALNACT2,4.775484263,0.187805127,0.39050817,0.480924963,0.63056983,0.999673974
RASGEF1A,0.540927434,-0.446583278,1.152337052,-0.387545707,0.698352254,0.999673974
HNRNPF,29.60230047,0.100240212,0.199738983,0.501856027,0.615768799,0.999673974
ZNF487,1.364585116,-0.730792295,0.76562991,-0.954498101,0.33983157,0.999673974
ZNF485,0.505427685,-0.152288781,1.235326324,-0.12327818,0.901886819,0.999673974
ZNF32,6.718473127,-0.464567333,0.349265019,-1.330128435,0.183475958,0.999673974
RASSF4,1.71444493,1.379665866,0.757008024,1.822524759,0.0683754,0.999673974
ZNF22,9.362521143,-0.123633491,0.302200358,-0.409111001,0.682458203,0.999673974
ALOX5,0.494602812,-0.653472036,1.312098939,-0.498035641,0.618458922,0.999673974
8-Mar,2.850812315,0.073436202,0.489819556,0.14992501,0.880823779,0.999673974
ZFAND4,1.656247829,-0.1165454,0.715917791,-0.162791596,0.870682525,0.999673974
WASHC2C,6.746995042,0.389257271,0.335222379,1.161191183,0.245564159,0.999673974
TIMM23,3.721749428,-0.021576252,0.584571076,-0.036909545,0.970557129,0.999673974
NCOA4,8.736758594,0.12465684,0.283965037,0.43898658,0.660671261,0.999673974
AGAP9,0.382164951,-0.304392338,1.545089048,-0.19700634,0.843822576,0.999673974
MAPK8,3.700172936,0.364071489,0.496621996,0.733095779,0.463500014,0.999673974
TMEM273,2.533963255,0.488434082,0.726941778,0.671902615,0.501645696,0.999673974
ERCC6,1.806962031,-1.215126983,0.733188279,-1.65731916,0.097454966,0.999673974
PARG,2.527748424,0.177377987,0.567261136,0.312691943,0.754514718,0.999673974
WASHC2A,4.524680174,0.260740585,0.395113503,0.65991312,0.509309584,0.999673974
SGMS1,1.062666257,-0.438360295,0.895282905,-0.489633269,0.62439343,0.999673974
CSTF2T,2.642095988,0.390708475,0.527196015,0.741106655,0.458628775,0.999673974
IPMK,1.072781015,0.338415531,0.962380458,0.351644226,0.725105094,0.999673974
CISD1,4.240167874,0.550161829,0.405440828,1.356947282,0.174797962,0.999673974
UBE2D1,4.007866316,0.207442424,0.444694633,0.466482861,0.640869913,0.999673974
TFAM,5.990388101,-0.324276067,0.384135835,-0.844170311,0.398574243,0.999673974
CCDC6,3.146809085,0.508673768,0.504683501,1.007906474,0.313499363,0.999673974
ANK3,1.616316445,-1.928590316,0.93136707,-2.070709153,0.038385984,0.999673974
ARID5B,11.46002873,-0.110268478,0.289642133,-0.380705932,0.703421467,0.999673974
ZNF365,2.219289832,1.508597696,1.042320937,1.447344711,0.147800402,0.999673974
ADO,0.657414889,-0.525328619,0.992925187,-0.529071703,0.596755711,0.999673974
NRBF2,4.203272998,0.192985998,0.439227216,0.43937623,0.660388947,0.999673974
JMJD1C,8.697799767,-0.136076165,0.344534832,-0.394956191,0.69287522,0.999673974
REEP3,2.536321946,0.191735469,0.548076274,0.34983355,0.726463619,0.999673974
SIRT1,1.340892837,0.426818629,0.715019613,0.596932756,0.550552276,0.999673974
HERC4,6.148229294,0.328887167,0.371299695,0.885772792,0.375739974,0.999673974
HNRNPH3,16.21553277,0.225257917,0.248842695,0.90522214,0.365347715,0.999673974
RUFY2,1.561805751,-0.207890568,0.745949846,-0.27869242,0.78048088,0.999673974
SLC25A16,1.924179283,0.569763085,0.603494465,0.944106563,0.345115196,0.999673974
CCAR1,8.06046592,-0.076449108,0.303805112,-0.251638649,0.801320382,0.999673974
DDX50,7.015567147,0.106343795,0.314807437,0.337805855,0.735509498,0.999673974
DDX21,10.88964608,0.127718439,0.29822102,0.428267731,0.66845621,0.999673974
KIF1BP,0.35720638,0.06931376,1.298866422,0.05336481,0.957441243,0.999673974
SRGN,80.39632206,0.150601551,0.160330551,0.939319112,0.347566929,0.999673974
VPS26A,6.979280942,0.395665017,0.320302207,1.23528658,0.216723866,0.999673974
SUPV3L1,2.807365375,-0.248229312,0.523110527,-0.474525553,0.635125181,0.999673974
HK1,4.214200449,0.354195213,0.432879881,0.818229788,0.413225989,0.999673974
AIFM2,0.437850608,0.675799774,1.104683108,0.611758947,0.540697255,0.999673974
TYSND1,1.785324532,-0.850625767,0.654105232,-1.300441772,0.193449601,0.999673974
SAR1A,6.889573572,-0.150608808,0.312434826,-0.482048719,0.629771337,0.999673974
PPA1,11.13962454,-0.629424652,0.333539862,-1.887104734,0.05914624,0.999673974
EIF4EBP2,10.62970002,0.344978812,0.274429155,1.257077852,0.208725446,0.999673974
PRF1,106.5290648,0.666940825,0.205127587,3.251346321,0.001148599,0.185742304
SGPL1,1.209477739,0.911755241,0.736602762,1.237784173,0.215796098,0.999673974
PCBD1,4.05764081,0.051890174,0.425724159,0.121886844,0.902988635,0.999673974
SLC29A3,1.096910101,0.30795453,0.829430217,0.371284436,0.710425689,0.999673974
VSIR,19.42916569,0.35564366,0.244075471,1.457105289,0.145087319,0.999673974
PSAP,25.85280586,0.341728379,0.174816685,1.954781256,0.050608894,0.999673974
SPOCK2,25.64791708,0.356505356,0.386686797,0.921948614,0.35655538,0.999673974
ASCC1,1.729441317,0.745032445,0.642775815,1.159085994,0.246421134,0.999673974
ANAPC16,26.63886027,-0.097600173,0.191220947,-0.510405237,0.609767589,0.999673974
DDIT4,6.550958105,0.276571759,0.46104177,0.599884386,0.548583289,0.999673974
DNAJB12,3.298943121,-0.669624587,0.475162649,-1.409253418,0.158760248,0.999673974
MICU1,2.435158371,0.112035025,0.555819254,0.201567369,0.840254957,0.999673974
MCU,1.176326422,-0.127809571,0.744302265,-0.171717294,0.863659789,0.999673974
P4HA1,1.595677995,0.395186684,0.667619212,0.59193426,0.553894611,0.999673974
ECD,5.162943088,0.355673972,0.396566045,0.896884582,0.369780508,0.999673974
DNAJC9,3.484296477,-0.093793773,0.498984346,-0.187969369,0.850900663,0.999673974
MRPS16,4.619438018,-0.29476896,0.402453417,-0.732430011,0.463906147,0.999673974
AC016394.1,0.206859528,-0.522486691,1.693905589,-0.308450892,0.757739262,0.999673974
ANXA7,10.87370524,-0.212814555,0.320351398,-0.664315986,0.506488092,0.999673974
PPP3CB,4.917033249,0.099402874,0.38062394,0.261157703,0.793970894,0.999673974
PPP3CB-AS1,1.48957572,0.439689707,0.750470775,0.585885182,0.557952676,0.999673974
SEC24C,4.981042878,-0.478166012,0.402220672,-1.188815108,0.234512431,0.999673974
FUT11,6.207945495,0.800057858,0.346534524,2.308739254,0.020958055,0.834646708
CHCHD1,6.000040159,-0.380357345,0.376661698,-1.009811581,0.31258557,0.999673974
ZSWIM8,2.643697782,-0.282005136,0.578972421,-0.487078702,0.626202559,0.999673974
NDST2,2.099176542,0.349919375,0.667583029,0.524158583,0.600168245,0.999673974
CAMK2G,4.464341289,-0.430352656,0.44137121,-0.975035631,0.329542586,0.999673974
VCL,9.532797696,0.219656392,0.298051999,0.736973389,0.461138532,0.999673974
AP3M1,3.589702153,0.635997484,0.470245193,1.352480564,0.176221632,0.999673974
ADK,5.944135179,-0.627661647,0.342713522,-1.831446988,0.067033853,0.999673974
KAT6B,8.304670473,-0.041683575,0.365054172,-0.114184628,0.909091438,0.999673974
SAMD8,1.204967547,0.436942056,0.793139468,0.55090192,0.581700911,0.999673974
VDAC2,12.6084111,-0.488224995,0.239679828,-2.036988254,0.041651219,0.999673974
COMTD1,5.152922025,0.055489942,0.409196533,0.135607067,0.892131918,0.999673974
DLG5,0.925075709,1.824177219,0.973938008,1.872991099,0.061069614,0.999673974
POLR3A,1.682731918,0.10673364,0.677253059,0.157597871,0.874773681,0.999673974
RPS24,437.6041507,-0.173223088,0.137118501,-1.263309383,0.206478016,0.999673974
ZMIZ1,2.566995755,0.209412372,0.558814268,0.374744139,0.707850762,0.999673974
PPIF,1.356012571,0.067402658,0.724927777,0.092978446,0.925920685,0.999673974
NUTM2B-AS1,6.209451442,-0.030666891,0.35227799,-0.087053099,0.930629305,0.999673974
AL135925.1,1.241523664,-0.853887971,0.846536339,-1.008684367,0.313126032,0.999673974
TMEM254,1.770310052,0.152537653,0.686354777,0.222243157,0.824124599,0.999673974
ANXA11,28.11883124,-0.039248357,0.226725342,-0.173109704,0.862565198,0.999673974
PRXL2A,0.695290124,-0.272745175,1.409149903,-0.193552988,0.846525912,0.999673974
TSPAN14,9.36271558,0.196190363,0.349883058,0.560731245,0.574980764,0.999673974
GHITM,20.27195768,0.005180258,0.183416853,0.028243086,0.977468273,0.999673974
CCSER2,8.987863264,-0.404589835,0.296371374,-1.365144783,0.172207549,0.999673974
WAPL,7.979236587,-0.042330099,0.288064862,-0.146946417,0.883174314,0.999673974
BMPR1A,1.837249709,0.648110262,0.780773678,0.830087233,0.406489465,0.999673974
GLUD1,7.444915164,0.133110574,0.30826833,0.431801004,0.66588605,0.999673974
SHLD2,2.315512588,-0.178361016,0.531801813,-0.335390011,0.737330902,0.999673974
NUTM2A-AS1,7.482674249,-0.119350608,0.347758798,-0.343199393,0.731448461,0.999673974
LINC00863,0.623996219,1.980486281,1.065456483,1.858814801,0.063053394,0.999673974
MINPP1,1.416887968,0.130858479,0.668914757,0.195628035,0.844901316,0.999673974
ATAD1,4.503821501,0.444777415,0.45168234,0.984712874,0.324765127,0.999673974
PTEN,6.834463668,0.398214801,0.340523432,1.169419674,0.242234587,0.999673974
STAMBPL1,2.312435333,-0.473805557,0.560604073,-0.845169665,0.398016116,0.999673974
ACTA2,0.310113179,-0.976629485,1.550935504,-0.629703481,0.528888605,0.999673974
AL157394.3,1.942436959,0.453147518,0.695073356,0.651942006,0.514438585,0.999673974
FAS,5.970811012,-0.224060298,0.359211943,-0.623755145,0.532788402,0.999673974
LIPA,4.074213772,0.935535842,0.468254713,1.997920824,0.045725245,0.999673974
IFIT2,2.061067733,0.369364021,0.66863956,0.552411259,0.580666618,0.999673974
IFIT3,0.569346097,-0.463609368,1.223155669,-0.379027282,0.704667605,0.999673974
IFIT1,0.342832463,-1.356874469,1.776562524,-0.763763983,0.445007904,0.999673974
IFIT5,1.639815634,-0.070371929,0.625026584,-0.112590298,0.910355377,0.999673974
KIF20B,2.92502252,-0.562954616,0.4802897,-1.172114697,0.24115101,0.999673974
RPP30,2.835961198,0.381230542,0.521456675,0.731087665,0.464725608,0.999673974
PCGF5,8.119762493,-0.053052456,0.388088325,-0.136702015,0.891266337,0.999673974
HECTD2,0.443937569,0.982897006,1.361357005,0.721997979,0.47029572,0.999673974
TNKS2,8.949732102,-0.064802756,0.305496646,-0.212122644,0.832011355,0.999673974
FGFBP3,1.186110421,-0.128252521,0.77172085,-0.166190302,0.868007191,0.999673974
BTAF1,3.2430466,0.04110931,0.539736111,0.076165573,0.939287372,0.999673974
CPEB3,1.070240674,-0.751825708,0.856096613,-0.878201941,0.379834139,0.999673974
5-Mar,2.580469085,0.840313554,0.533655785,1.574635893,0.115340513,0.999673974
IDE,2.06747163,0.025894901,0.569199922,0.045493508,0.963713949,0.999673974
EXOC6,2.682588669,-0.387586164,0.508133019,-0.762765162,0.445603462,0.999673974
FRA10AC1,3.818373668,-0.183789974,0.505983501,-0.363233137,0.716430736,0.999673974
NOC3L,2.498993983,-0.448089154,0.58458551,-0.766507459,0.443374416,0.999673974
HELLS,1.62383472,0.121586176,0.734322622,0.165575964,0.868490664,0.999673974
PDLIM1,2.675288464,-0.074039351,0.564422762,-0.131177117,0.895635198,0.999673974
ALDH18A1,2.22877676,-0.064374452,0.549810204,-0.117084863,0.906792805,0.999673974
TCTN3,2.653125845,-0.614472074,0.562435681,-1.092519721,0.274604727,0.999673974
ENTPD1-AS1,1.910593004,0.577477881,0.622459523,0.927735635,0.353544719,0.999673974
ZNF518A,2.296217278,-0.32551568,0.624714024,-0.521063507,0.602322532,0.999673974
TM9SF3,5.579696899,0.179539889,0.367841244,0.488090695,0.625485601,0.999673974
PIK3AP1,3.936693013,0.06238277,0.481446507,0.129573626,0.896903771,0.999673974
LCOR,3.828188223,-0.877389053,0.457216067,-1.918981233,0.054986709,0.999673974
ARHGAP19,2.013008427,0.459056135,0.58531369,0.784290788,0.432869504,0.999673974
FRAT1,1.814505753,0.187563075,0.643849718,0.291314991,0.770810423,0.999673974
FRAT2,2.573353207,0.234179521,0.563535902,0.415553862,0.677736494,0.999673974
RRP12,0.572436754,0.726407697,1.206179949,0.602238246,0.54701556,0.999673974
PGAM1,28.04316954,0.12938773,0.222413699,0.581743529,0.560739447,0.999673974
EXOSC1,6.128069007,-0.01154464,0.360628631,-0.032012544,0.974462048,0.999673974
ZDHHC16,1.959417991,-0.0354905,0.610525371,-0.058131081,0.953644217,0.999673974
MMS19,3.094701463,-0.259187788,0.510156421,-0.508055525,0.611414404,0.999673974
PI4K2A,1.75382339,0.321827391,0.787238145,0.408805636,0.682682303,0.999673974
AVPI1,0.134869644,0.925483955,2.148439604,0.430770292,0.666635403,0.999673974
ZFYVE27,2.658784313,0.14935547,0.500179154,0.298603947,0.765242253,0.999673974
GOLGA7B,0.659149295,-0.52010046,1.026690397,-0.506579648,0.612449791,0.999673974
R3HCC1L,2.243691309,0.126164335,0.580991526,0.217153486,0.828088733,0.999673974
PYROXD2,2.288716423,0.756368426,0.582881296,1.297637155,0.194412048,0.999673974
HPS1,10.77341593,-0.036929257,0.374832032,-0.098522149,0.921517685,0.999673974
GOT1,1.933247212,0.279805709,0.596556676,0.469034579,0.63904492,0.999673974
SLC25A28,3.687309262,0.30639264,0.473354047,0.647280068,0.517450699,0.999673974
ENTPD7,0.263812484,-0.316270871,1.621790699,-0.195013371,0.84538248,0.999673974
CUTC,4.73083725,0.030146659,0.397715721,0.075799516,0.939578601,0.999673974
COX15,2.361804095,-0.25511858,0.540402434,-0.47208999,0.636862557,0.999673974
DNMBP,0.354099628,0.100195902,1.333592416,0.075132327,0.940109427,0.999673974
ERLIN1,0.43287759,-0.472689044,1.153557657,-0.409766292,0.681977395,0.999673974
CHUK,1.421863162,0.598854639,0.724677874,0.826373566,0.408592214,0.999673974
CWF19L1,3.316008234,0.31636434,0.51110777,0.618977753,0.535931014,0.999673974
BLOC1S2,7.208304048,0.063192108,0.330803213,0.191026283,0.848505002,0.999673974
SEC31B,0.169287776,0.108738915,1.996631903,0.054461173,0.956567742,0.999673974
NDUFB8,29.39501623,-0.172598303,0.172839517,-0.998604406,0.317986365,0.999673974
HIF1AN,2.52028926,-0.178671389,0.515585982,-0.346540432,0.728936604,0.999673974
SLF2,2.272148217,-0.202622458,0.589445504,-0.34375096,0.731033583,0.999673974
MRPL43,12.56948162,-0.121632878,0.25686797,-0.473522946,0.635840134,0.999673974
TWNK,0.479593057,-0.243738118,1.159532987,-0.210203695,0.833508696,0.999673974
LZTS2,0.831147331,-1.560638484,0.918207832,-1.699657125,0.089195438,0.999673974
SFXN3,2.134135609,0.411732811,0.745081353,0.552601148,0.580536556,0.999673974
BTRC,0.956067899,-1.031683428,0.814025699,-1.267384346,0.205017895,0.999673974
POLL,1.34473452,-0.139252759,0.766830643,-0.181595194,0.855900421,0.999673974
FBXW4,3.384083478,-0.380608605,0.57706324,-0.659561342,0.509535369,0.999673974
NPM3,0.880910226,-0.683702146,0.9337324,-0.732224935,0.464031288,0.999673974
OGA,12.90619224,-0.175702251,0.269165642,-0.652766266,0.513906974,0.999673974
ARMH3,1.844834694,0.297711569,0.619805856,0.480330358,0.630992505,0.999673974
HPS6,3.926804626,0.633794511,0.456330511,1.388893567,0.164865117,0.999673974
LDB1,4.394742529,-0.407854562,0.408442189,-0.998561298,0.318007256,0.999673974
PPRC1,1.403348792,1.223486849,0.742523274,1.647742087,0.099405608,0.999673974
NOLC1,6.750581175,-0.330262288,0.355732573,-0.928400471,0.353199874,0.999673974
GBF1,3.2083033,-0.551321029,0.541118088,-1.018855296,0.308271669,0.999673974
NFKB2,2.127766343,0.4936953,0.686565232,0.71907996,0.472091654,0.999673974
FBXL15,4.423826887,0.213110168,0.406569579,0.524166537,0.600162713,0.999673974
CUEDC2,5.933042863,-0.26514845,0.349641519,-0.758343719,0.448245241,0.999673974
RPARP-AS1,0.877457576,0.132644486,0.873498752,0.151854237,0.879301903,0.999673974
MFSD13A,0.645506355,-1.6322624,1.007270944,-1.62047998,0.105129212,0.999673974
